1.895583e+037	0
1.895583e+037	19
2.399268e+035	20
1.139124e+033	21
4.297055e+032	23
4.667473e+030	28
2.541446e+030	30
1.519018e+030	32
3.088270e+029	36
1.019782e+028	37
2.109705e+026	44
3.430131e+024	46
3.512880e+023	47
1.479083e+021	49
8.782631e+019	50
8.290467e+019	54
5.163669e+019	55
4.682715e+017	56
7.610752e+016	58
6.363747e+016	59
1.165945e+013	60
9.998445e+011	62
4.683792e+011	64
8.971943e+010	66
1.118058e+008	68
5.456508e+005	69
2.545358e+003	70
2.693857e+001	75
1.811075e+001	80
1.737000e+000	90
1.802521e-001	243
4.251099e-002	472
4.144287e-002	3007
3.359985e-002	3209
1.876831e-002	3505
1.348877e-002	5224
9.887695e-003	5523
5.340576e-003	9825
2.517700e-003	10532
1.403809e-003	21883
5.187988e-004	28653
1.678467e-004	119277
1.068115e-004	187198
3.051758e-005	202076
1.525879e-005	298611
0.000000e+000	332683
0.000000e+000	500000
